Courier_id,Addr,Arrival_time,Departure,Amount,Order_id
D0403,B0865,187,199,-6,F7067
D0404,A042,0,0,0,
D0404,B0835,4,29,-48,F3806
D0404,B0816,35,59,-40,F7204
D0404,B1715,63,85,-30,F3814
D0404,B4617,97,116,-22,F7237
D0405,A035,0,0,0,
D0405,B6004,15,50,-95,F3223
D0405,B0301,54,75,-30,F3123
D0405,B8962,87,102,-12,F7764
D0405,B4919,237,247,-3,F6092
D0406,A062,0,0,0,
D0406,B8482,10,35,-47,F5052
D0406,B1039,42,65,-38,F8120
D0406,B6875,76,84,-1,F8176
D0406,B0407,99,120,-28,F8114
D0406,B8594,205,225,-22,F5375
D0406,B7592,232,243,-4,F5357
D0407,A064,0,0,0,
D0407,B2465,8,38,-68,F7291
D0407,B8828,49,77,-61,F8556
D0407,B0026,290,305,-11,F4837
D0408,A006,0,0,0,
D0408,B4993,19,50,-74,F0264
D0408,B2223,55,80,-47,F0231
D0408,B0419,94,107,-8,F1775
D0408,B6103,150,165,-11,F1468
D0409,A120,0,0,0,
D0409,B3848,17,26,-2,F8951
D0409,B6685,37,54,-16,F8970
D0409,B2632,56,77,-30,F8941
D0409,B8842,86,104,-20,F0514
D0409,B6075,120,134,-10,F0480
D0409,B1177,145,163,-17,F1130
D0409,B3559,172,194,-31,F0450
D0409,B1973,200,216,-14,F0428
D0410,A116,0,0,0,
D0410,B6449,8,36,-59,F8669
D0410,B1425,49,77,-62,F8580
D0410,B7971,90,105,-11,F8097
D0410,B4515,142,153,-5,F8061
D0410,B4266,191,200,-2,F6085
D0410,B1822,205,213,-1,F6065
D0411,A015,0,0,0,
D0411,B8686,3,34,-78,F0928
D0411,B0436,37,63,-53,F0883
D0411,B3568,199,213,-9,F1405
D0412,A098,0,0,0,
D0412,B3411,5,35,-67,F7297
D0412,B4020,55,84,-64,F4057
D0412,B7827,145,159,-9,F8516
D0413,A107,0,0,0,
D0413,B6149,0,29,-60,F7988
D0413,B5821,37,67,-70,F7987
D0413,B5854,215,229,-10,F1265
D0414,A124,0,0,0,
D0414,B7828,8,26,-19,F9214
D0414,B3797,32,63,-78,F9195
D0414,B2705,65,85,-24,F9190
D0414,B1431,185,202,-15,F1341
D0414,B3915,235,246,-4,F3563
D0415,A109,0,0,0,
D0415,B3852,70,102,-81,F6968
D0415,B1901,169,196,-54,F6322
D0415,B6010,210,219,-2,F6363
D0415,B5376,317,327,-3,F7911
D0416,A107,0,0,0,
D0416,B2498,7,36,-64,F7968
D0416,B6171,41,72,-73,F0115
D0417,A040,0,0,0,
D0417,B6319,5,34,-69,F3729
D0417,B1921,39,67,-58,F3712
D0417,B0636,170,185,-11,F6313
D0417,B5895,210,220,-2,F7918
D0418,A044,0,0,0,
D0418,B0659,4,22,-18,F3934
D0418,B4656,125,154,-67,F0184
D0418,B6247,197,218,-27,F8499
D0418,B6058,226,244,-19,F3433
D0418,B8659,346,360,-8,F1543
D0419,A006,0,0,0,
D0419,B2376,4,31,-53,F0233
D0419,B1260,45,66,-28,F2338
D0419,B7859,76,104,-56,F2410
D0419,B3259,195,205,-3,F6621
D0420,A088,0,0,0,
D0420,B1701,10,45,-97,F6727
D0420,B9029,66,90,-42,F0400
D0421,A034,0,0,0,
D0421,B2040,4,22,-19,F3039
D0421,B7773,26,53,-52,F3103
D0421,B0300,57,83,-48,F3028
D0421,B8484,89,105,-13,F3111
D0421,B7204,151,164,-7,F7928
D0422,A115,0,0,0,
D0422,B5907,5,37,-81,F8549
D0422,B3260,39,66,-57,F7296
D0423,A087,0,0,0,
D0423,B4848,15,41,-46,F1167
D0423,B4584,48,62,-9,F1166
D0423,B2156,93,111,-19,F3525
D0423,B2983,154,180,-45,F8753
D0423,B8922,190,205,-12,F8826
D0423,B3154,215,227,-5,F8755
D0423,B2296,255,266,-4,F3529
D0424,A094,0,0,0,
D0424,B8442,7,31,-42,F7197
D0424,B1059,36,65,-66,F7002
D0424,B4903,89,111,-31,F3677
D0425,A091,0,0,0,
D0425,B4290,3,23,-25,F6878
D0425,B5894,29,51,-34,F6883
D0425,B1265,54,80,-50,F4481
D0425,B4206,83,102,-24,F4503
D0425,B1009,264,276,-5,F2522
D0426,A053,0,0,0,
D0426,B6277,7,23,-15,F4383
D0426,B4773,26,48,-31,F4372
D0426,B8204,50,70,-26,F4400
D0426,B4423,72,93,-30,F4369
D0426,B6881,97,116,-20,F4388
D0426,B3507,119,134,-11,F4358
D0426,B7485,152,165,-7,F0794
D0427,A094,0,0,0,
D0427,B0823,21,53,-79,F1902
D0427,B0593,61,88,-56,F6488
D0427,B2905,267,279,-5,F2558
D0428,A099,0,0,0,
D0428,B3292,10,22,-6,F7411
D0428,B3752,27,40,-7,F7425
D0428,B4191,43,56,-7,F7437
D0428,B3631,65,87,-30,F7421
D0428,B5036,90,105,-11,F7453
D0428,B3303,155,168,-7,F7412
D0428,B0218,185,206,-28,F7338
D0428,B9150,247,267,-25,F6684
D0428,B4867,281,295,-10,F6642
D0428,B3408,316,328,-5,F6624
D0428,B5933,335,346,-4,F6654
D0429,A057,0,0,0,
D0429,B2559,1,30,-63,F4603
D0429,B1393,36,66,-74,F4596
D0429,B8540,191,201,-3,F2861
D0430,A013,0,0,0,
D0430,B5676,4,30,-50,F0845
D0430,B8068,42,62,-25,F6534
D0430,B3133,64,92,-58,F6503
D0430,B8271,271,284,-7,F1291
D0431,A036,0,0,0,
D0431,B4960,7,36,-62,F3305
D0431,B8270,41,67,-50,F3327
D0431,B6441,220,241,-28,F7139
D0432,A046,0,0,0,
D0432,B1527,7,38,-77,F4042
D0432,B1688,45,73,-62,F0086
D0433,A036,0,0,0,
D0433,B6893,3,31,-56,F3320
D0433,B5749,33,58,-42,F3309
D0433,B0811,71,94,-34,F6385
D0433,B5902,139,152,-8,F4378
D0434,A010,0,0,0,
D0434,B2635,1,35,-96,F0627
D0434,B4745,40,64,-41,F7586
D0435,A073,0,0,0,
D0435,B2370,35,67,-82,F7967
D0435,B5659,90,116,-49,F2086
D0435,B8682,144,157,-8,F0309
D0436,A070,0,0,0,
D0436,B1061,18,32,-8,F5667
D0436,B0395,104,129,-42,F8113
D0436,B8894,133,155,-29,F8191
D0436,B5423,157,179,-32,F8158
D0436,B1106,191,203,-6,F2717
D0436,B3666,224,239,-12,F2767
D0436,B8326,261,270,-2,F2857
D0436,B1932,279,290,-3,F2734
D0436,B4860,306,317,-4,F2796
D0436,B3217,359,368,-2,F2756
D0437,A096,0,0,0,
D0437,B6910,9,35,-51,F7037
D0437,B5632,50,78,-59,F6828
D0437,B1997,82,104,-30,F6806
D0438,A020,0,0,0,
D0438,B7114,28,37,-2,F1495
D0438,B3948,69,85,-13,F1415
D0438,B0982,108,129,-30,F1329
D0438,B6536,173,193,-23,F3610
D0438,B1605,209,228,-22,F3514
D0438,B5271,234,255,-29,F3584
D0438,B6184,270,287,-15,F3605
D0438,B2387,311,324,-6,F3531
D0439,A102,0,0,0,
D0439,B9013,8,28,-25,F7677
D0439,B5817,46,68,-30,F3219
D0439,B0271,75,107,-79,F3122
D0439,B4920,123,136,-6,F3200
D0440,A098,0,0,0,
D0440,B8278,7,39,-78,F7320
D0440,B6224,44,72,-57,F3780
D0440,B8946,137,148,-5,F6231
D0441,A036,0,0,0,
D0441,B1500,3,27,-42,F3283
D0441,B4625,34,63,-61,F4441
D0441,B3538,65,89,-37,F4429
D0442,A022,0,0,0,
D0442,B6615,13,46,-86,F1742
D0442,B3779,55,76,-29,F7720
D0442,B4371,84,102,-20,F7727
D0442,B3882,237,248,-5,F5957
D0443,A025,0,0,0,
D0443,B8340,3,37,-90,F2129
D0443,B6506,39,60,-28,F2097
D0443,B4985,101,121,-22,F2373
D0444,A095,0,0,0,
D0444,B7969,1,29,-59,F7157
D0444,B2144,32,57,-43,F7083
D0444,B7005,64,84,-27,F7146
D0444,B4881,105,118,-6,F7121
D0444,B9168,121,132,-4,F7175
D0445,A053,0,0,0,
D0445,B5523,10,31,-29,F4376
D0445,B3195,35,64,-60,F4355
D0445,B6552,66,90,-39,F4386
D0445,B8527,95,111,-12,F4404
D0446,A098,0,0,0,
D0446,B4183,5,40,-98,F7301
D0446,B2561,85,108,-33,F2027
D0446,B4367,255,269,-9,F1426
D0447,A016,0,0,0,
D0447,B4630,5,31,-50,F0975
D0447,B1424,41,69,-58,F0943
D0447,B0375,164,186,-31,F5390
D0448,A108,0,0,0,
D0448,B8235,8,22,-9,F8098
D0448,B0464,30,51,-29,F8018
D0448,B1403,65,77,-5,F8029
D0448,B5602,84,95,-3,F2608
D0448,B5122,105,122,-15,F8642
D0448,B8702,129,149,-26,F8105
D0448,B3112,153,166,-7,F8604
D0448,B5543,177,190,-8,F8649
D0448,B0549,196,219,-34,F8568
D0448,B5363,232,243,-4,F8387
D0449,A027,0,0,0,
D0449,B6005,7,25,-18,F2286
D0449,B9207,32,55,-35,F2318
D0449,B4256,56,80,-41,F2270
D0449,B1532,84,108,-39,F6390
D0449,B8018,187,200,-7,F5749
D0450,A120,0,0,0,
D0450,B6760,11,22,-4,F8971
D0450,B6060,41,64,-39,F1177
D0450,B3665,73,95,-32,F1159
D0450,B2661,97,110,-8,F1147
D0450,B9037,113,135,-29,F1206
D0450,B4894,142,161,-22,F8959
D0450,B3202,170,182,-5,F8944
D0451,A031,0,0,0,
D0451,B6731,26,35,-2,F2833
D0451,B5555,49,70,-31,F2811
D0451,B7662,90,100,-3,F2847
D0451,B8262,126,134,-1,F2856
D0451,B2210,139,151,-5,F2741
D0451,B2715,181,203,-33,F7883
D0451,B7719,206,230,-41,F7936
D0451,B2791,231,251,-22,F7888
D0451,B4688,290,299,-2,F2792
D0452,A064,0,0,0,
D0452,B5222,31,64,-88,F4064
D0452,B6852,76,103,-51,F1960
D0453,A105,0,0,0,
D0453,B3096,19,39,-26,F7709
D0453,B2070,51,71,-26,F7702
D0453,B6270,84,101,-15,F7740
D0453,B0347,109,128,-23,F7685
D0453,B8678,139,161,-30,F7847
D0453,B2179,163,176,-7,F7806
D0453,B4777,230,246,-12,F5451
D0454,A017,0,0,0,
D0454,B7201,4,16,-6,F1094
D0454,B5447,24,38,-10,F1081
D0454,B8116,70,94,-42,F3259
D0454,B5228,109,136,-52,F0572
D0454,B3169,153,175,-30,F3169
D0455,A006,0,0,0,
D0455,B5956,10,36,-47,F0274
D0455,B8387,44,63,-23,F0305
D0455,B1638,75,88,-7,F1795
D0455,B6696,97,110,-6,F1860
D0455,B5830,126,152,-52,F0272
D0455,B5606,244,256,-5,F6649
D0456,A090,0,0,0,
D0456,B4654,4,38,-99,F6820
D0456,B0589,41,65,-39,F6795
D0457,A063,0,0,0,
D0457,B7055,5,32,-52,F5105
D0457,B2721,35,65,-69,F6499
D0457,B4536,119,137,-19,F4662
D0458,A093,0,0,0,
D0458,B6197,7,28,-27,F6981
D0458,B3800,29,53,-38,F6967
D0458,B5112,56,73,-17,F6017
D0458,B4749,78,101,-33,F6012
D0458,B2850,117,134,-14,F7221
D0458,B4547,142,157,-10,F7236
D0459,A115,0,0,0,
D0459,B3719,15,46,-79,F0900
D0459,B7733,50,77,-51,F3791
D0459,B5739,237,252,-10,F3596
D0460,A083,0,0,0,
D0460,B6324,6,27,-27,F6435
D0460,B1875,33,56,-37,F2255
D0460,B0266,62,87,-44,F6382
D0460,B4535,95,117,-30,F6423
D0461,A075,0,0,0,
D0461,B6924,6,21,-10,F5977
D0461,B2067,95,120,-44,F8361
D0461,B4902,168,187,-21,F2907
D0461,B2283,213,233,-25,F1588
D0461,B5598,318,340,-29,F4929
D0461,B8895,370,383,-8,F1296
D0461,B5977,415,425,-3,F4936
D0462,A006,0,0,0,
D0462,B2948,2,28,-50,F0241
D0462,B3164,42,67,-44,F0244
D0462,B5733,81,106,-44,F0270
D0463,A081,0,0,0,
D0463,B1248,3,30,-52,F6270
D0463,B2305,33,65,-84,F0092
D0463,B5626,259,270,-4,F2611
D0464,A120,0,0,0,
D0464,B7631,3,23,-26,F8982
D0464,B7864,27,39,-5,F8987
D0464,B0290,45,60,-12,F8920
D0464,B2182,67,94,-54,F8935
D0464,B1859,99,109,-3,F8931
D0464,B4856,114,130,-14,F8958
D0464,B0194,143,156,-8,F8919
D0464,B5651,262,270,-1,F7466
D0464,B9011,275,291,-15,F7522
D0464,B1445,315,325,-2,F7367
D0465,A002,0,0,0,
D0465,B2195,5,33,-62,F0026
D0465,B9206,36,63,-57,F6480
D0465,B4714,68,86,-20,F0041
D0466,A035,0,0,0,
D0466,B5257,12,36,-40,F3206
D0466,B5723,45,69,-40,F3216
D0466,B7692,82,102,-26,F5801
D0466,B5203,106,124,-19,F1079
D0466,B7551,127,141,-10,F1098
D0466,B8586,238,250,-5,F6136
D0467,A064,0,0,0,
D0467,B4060,6,39,-86,F8540
D0467,B5041,61,88,-54,F3776
D0468,A109,0,0,0,
D0468,B7140,87,120,-90,F8552
D0468,B3765,174,200,-50,F5844
D0469,A008,0,0,0,
D0469,B8112,13,34,-31,F0505
D0469,B6593,40,60,-24,F0488
D0469,B8703,68,83,-11,F0509
D0469,B0669,93,110,-16,F0410
D0469,B3590,119,133,-8,F0451
D0469,B7856,144,162,-17,F1196
D0469,B2968,168,187,-22,F1152
D0469,B1010,217,232,-11,F8924
D0470,A006,0,0,0,
D0470,B1601,21,51,-69,F9183
D0470,B2042,62,82,-26,F9186
D0470,B7430,97,121,-38,F0295
D0470,B6206,175,188,-6,F8789
D0471,A021,0,0,0,
D0471,B7788,12,20,-1,F1665
D0471,B7895,31,52,-26,F1667
D0471,B3246,56,69,-8,F1597
D0471,B3321,91,115,-42,F1390
D0471,B6283,117,138,-28,F1475
D0471,B3322,144,164,-27,F1391
D0471,B1920,188,202,-8,F1356
D0472,A019,0,0,0,
D0472,B1612,6,26,-26,F1222
D0472,B2711,33,46,-7,F1235
D0472,B6521,75,99,-42,F4947
D0472,B4438,134,145,-4,F2584
D0472,B4948,149,159,-2,F2596
D0472,B7210,168,184,-15,F2644
D0472,B6907,193,204,-4,F2636
D0472,B2644,218,233,-10,F2553
D0472,B0929,244,258,-8,F2521
D0472,B1821,270,280,-3,F2537
D0472,B9170,313,327,-8,F2686
D0472,B8861,347,362,-11,F2676
D0473,A115,0,0,0,
D0473,B1374,22,54,-82,F0084
D0473,B0505,67,94,-56,F5061
D0474,A101,0,0,0,
D0474,B9103,1,28,-55,F7599
D0474,B7147,33,63,-68,F0638
D0474,B5143,196,213,-16,F8643
D0475,A091,0,0,0,
D0475,B2874,6,39,-88,F6870
D0475,B6883,45,65,-28,F3689
D0475,B6982,149,169,-24,F1492
D0476,A111,0,0,0,
D0476,B9016,2,36,-98,F8344
D0476,B6958,77,99,-32,F0380
D0476,B7280,126,140,-10,F2216
D0477,A003,0,0,0,
D0477,B7650,4,38,-93,F0125
D0477,B5573,41,60,-23,F9033
D0477,B0476,62,80,-18,F8997
D0477,B3832,83,95,-5,F0101
D0478,A102,0,0,0,
D0478,B0277,6,39,-91,F7603
D0478,B4496,47,68,-28,F7644
D0478,B2357,203,221,-18,F1230
D0478,B3911,267,278,-3,F2902
D0479,A002,0,0,0,
D0479,B0202,3,36,-83,F0012
D0479,B7624,59,86,-57,F0124
D0480,A087,0,0,0,
D0480,B2475,16,40,-41,F1144
D0480,B3564,59,77,-19,F1158
D0480,B5391,137,168,-78,F9141
D0481,A060,0,0,0,
D0481,B6913,8,19,-4,F4810
D0481,B2658,24,42,-20,F4771
D0481,B2001,61,76,-11,F1581
D0481,B0771,83,104,-30,F1574
D0481,B8844,112,138,-50,F3476
D0481,B2277,140,160,-23,F1587
D0482,A075,0,0,0,
D0482,B9214,3,28,-41,F5985
D0482,B2979,103,132,-65,F8601
D0482,B1756,172,195,-33,F0536
D0482,B7379,203,211,-1,F0598
D0483,A067,0,0,0,
D0483,B2420,15,37,-30,F5413
D0483,B2698,55,82,-57,F0722
D0483,B0273,90,115,-47,F0676
D0483,B5853,141,153,-6,F5334
D0484,A081,0,0,0,
D0484,B5601,3,37,-96,F6287
D0484,B3167,42,66,-42,F3994
D0485,A041,0,0,0,
D0485,B3668,3,26,-35,F3767
D0485,B1416,38,70,-80,F5146
D0485,B1002,179,199,-25,F1124
D0486,A030,0,0,0,
D0486,B0361,10,34,-42,F2512
D0486,B3817,47,56,-2,F2572
D0486,B2398,63,80,-16,F2547
D0486,B1398,99,113,-10,F2531
D0486,B4942,115,130,-11,F2595
D0486,B8589,146,157,-4,F2931
D0486,B2433,187,200,-6,F2891
D0486,B2704,206,227,-26,F2554
D0486,B8965,234,243,-2,F2681
D0486,B0307,251,267,-13,F2510
D0486,B8529,269,283,-8,F2670
D0487,A084,0,0,0,
D0487,B0161,2,29,-57,F6459
D0487,B0270,49,79,-72,F0615
D0487,B8033,136,151,-11,F4219
D0488,A022,0,0,0,
D0488,B4603,2,28,-48,F1724
D0488,B7052,43,60,-17,F1747
D0488,B5213,73,89,-13,F7649
D0488,B3954,93,115,-32,F7632
D0488,B1575,117,138,-27,F7617
D0488,B6826,294,304,-3,F2634
D0489,A042,0,0,0,
D0489,B7071,6,34,-57,F3851
D0489,B0832,40,67,-56,F7205
D0489,B7322,71,92,-27,F7261
D0490,A089,0,0,0,
D0490,B0296,11,39,-58,F6716
D0490,B8619,44,72,-61,F3115
D0490,B5356,86,101,-12,F7553
D0490,B3437,180,193,-8,F0447
D0491,A019,0,0,0,
D0491,B2714,1,16,-12,F1236
D0491,B5639,35,55,-24,F1264
D0491,B4642,68,79,-4,F1252
D0491,B7590,121,143,-32,F1661
D0491,B5838,155,180,-46,F1464
D0491,B2941,198,207,-2,F1387
D0491,B5881,229,243,-9,F1466
D0491,B6824,258,270,-5,F1485
D0491,B5586,288,299,-4,F1454
D0492,A103,0,0,0,
D0492,B7675,6,24,-17,F7750
D0492,B8259,29,50,-31,F7757
D0492,B2738,60,76,-13,F5780
D0492,B0711,95,126,-77,F7689
D0493,A077,0,0,0,
D0493,B5031,4,20,-13,F6093
D0493,B2739,52,78,-46,F8044
D0493,B2061,97,124,-55,F8036
D0493,B7119,182,202,-24,F2642
D0493,B5152,219,228,-2,F2601
D0494,A070,0,0,0,
D0494,B0033,6,34,-55,F5652
D0494,B8357,36,52,-12,F5759
D0494,B7871,65,90,-48,F5747
D0494,B7846,104,122,-20,F5746
D0494,B5960,136,147,-5,F5720
D0495,A067,0,0,0,
D0495,B4395,13,40,-55,F5444
D0495,B5809,52,75,-35,F5461
D0495,B0326,78,101,-35,F5389
D0495,B0313,111,123,-6,F5388
D0495,B3961,137,151,-9,F5302
D0496,A030,0,0,0,
D0496,B8178,41,50,-2,F2662
D0496,B3614,61,73,-5,F2568
D0496,B0910,83,102,-21,F2520
D0496,B5093,108,122,-8,F2599
D0496,B6581,124,144,-26,F2631
D0496,B6118,161,181,-28,F2620
D0496,B8904,199,214,-12,F2680
D0496,B1223,258,277,-21,F2528
D0496,B8872,291,301,-2,F2678
D0496,B0312,330,345,-12,F4841
D0496,B7254,352,361,-2,F4957
D0497,A025,0,0,0,
D0497,B3567,7,34,-56,F2043
D0497,B0378,39,66,-53,F1992
D0497,B7122,94,115,-30,F2403
D0498,A044,0,0,0,
D0498,B0919,6,22,-13,F3935
D0498,B1285,102,132,-68,F1694
D0498,B4972,249,271,-34,F3415
D0498,B6821,358,377,-20,F1484
D0498,B2730,392,404,-5,F1378
D0499,A122,0,0,0,
D0499,B3462,30,60,-69,F6744
D0499,B2097,71,97,-48,F6730
D0499,B2669,143,161,-19,F2171
D0499,B0175,230,241,-3,F7853
D0500,A076,0,0,0,
D0500,B8402,2,24,-32,F6037
D0500,B8819,29,53,-40,F6039
D0500,B0119,65,95,-66,F5987
D0501,A013,0,0,0,
D0501,B5292,5,33,-59,F5615
D0501,B1120,47,77,-69,F4129
D0501,B0693,174,189,-11,F5245
D0502,A064,0,0,0,
D0502,B1074,29,63,-92,F4037
D0502,B2724,79,104,-44,F1917
D0502,B5335,260,271,-4,F1258
D0503,A027,0,0,0,
D0503,B5482,1,23,-31,F2281
D0503,B7709,25,50,-43,F2303
D0503,B1736,51,71,-24,F2254
D0503,B5679,85,108,-37,F5619
D0503,B4776,295,306,-5,F1254
D0504,A112,0,0,0,
D0504,B3272,3,30,-54,F8372
D0504,B4339,38,59,-28,F8625
D0504,B0305,69,94,-44,F0519
D0504,B5010,100,113,-8,F0570
D0504,B4074,201,213,-6,F6084
D0505,A009,0,0,0,
D0505,B1844,6,32,-48,F0537
D0505,B4012,45,76,-76,F8621
D0505,B4455,87,98,-4,F0564
D0505,B7593,134,145,-5,F8088
D0505,B1627,194,207,-7,F2883
D0506,A078,0,0,0,
D0506,B7797,1,19,-18,F6155
D0506,B1145,20,33,-7,F6143
D0506,B0369,110,140,-66,F3978
D0506,B7318,188,213,-44,F3245
D0506,B6404,218,229,-4,F3226
D0507,A089,0,0,0,
D0507,B7922,8,37,-65,F6781
D0507,B8409,43,68,-48,F6784
D0507,B3434,84,104,-25,F0344
D0508,A016,0,0,0,
D0508,B1617,12,39,-54,F0949
D0508,B8175,45,68,-38,F1006
D0508,B6340,71,97,-47,F0991
D0509,A054,0,0,0,
D0509,B0754,5,31,-48,F4412
D0509,B2595,34,65,-76,F4421
D0509,B8554,222,238,-14,F7168
D0509,B7248,319,328,-2,F6125
D0510,A081,0,0,0,
D0510,B4541,5,36,-74,F6283
D0510,B5171,39,68,-66,F4008
D0511,A103,0,0,0,
D0511,B6908,9,32,-34,F7743
D0511,B1104,47,64,-16,F7691
D0511,B0576,73,106,-86,F3128
D0511,B2655,157,168,-4,F8871
D0512,A042,0,0,0,
D0512,B8741,7,31,-39,F3861
D0512,B8838,33,57,-42,F3862
D0512,B3864,83,109,-50,F3057
D0512,B8929,156,169,-7,F7944
D0512,B5108,175,183,-1,F7907
D0513,A078,0,0,0,
D0513,B5798,51,78,-51,F4150
D0513,B3214,105,137,-83,F1710
D0513,B8040,160,172,-6,F5803
D0514,A122,0,0,0,
D0514,B8585,55,73,-20,F3020
D0514,B4176,90,124,-92,F5849
D0514,B1038,200,220,-25,F8925
D0514,B7804,252,262,-3,F3633
D0515,A114,0,0,0,
D0515,B6173,7,29,-33,F8498
D0515,B1159,33,45,-5,F8460
D0515,B4775,48,67,-22,F8488
D0515,B6941,69,82,-8,F8505
D0515,B3116,131,142,-4,F1814
D0515,B1928,149,178,-64,F3365
D0515,B7819,238,248,-3,F1518
D0516,A045,0,0,0,
D0516,B1966,4,38,-99,F0089
D0516,B0116,47,70,-35,F6264
D0516,B8869,272,284,-5,F2677
D0517,A047,0,0,0,
D0517,B0539,15,49,-96,F6485
D0517,B6300,95,120,-43,F3687
D0518,A117,0,0,0,
D0518,B8500,9,31,-31,F8820
D0518,B0791,34,58,-42,F8720
D0518,B7171,62,80,-17,F8808
D0518,B2472,83,100,-16,F8745
D0518,B4235,141,158,-16,F3568
D0518,B6762,183,197,-9,F3617
D0518,B0804,203,216,-6,F3498
D0518,B9051,233,243,-3,F3655
D0519,A090,0,0,0,
D0519,B3039,5,32,-57,F6809
D0519,B5137,39,70,-76,F6822
D0519,B6872,238,251,-7,F2635
D0520,A117,0,0,0,
D0520,B2784,18,37,-20,F8750
D0520,B4830,53,69,-14,F1839
D0520,B3371,131,147,-13,F1395
D0520,B1062,154,170,-14,F3503
D0520,B3769,202,223,-29,F3560
D0520,B6882,236,250,-8,F3618
D0520,B0109,262,278,-14,F3484
D0520,B3571,283,301,-20,F3555
D0520,B7061,323,336,-6,F3621
D0520,B5274,350,358,-1,F3585
D0521,A104,0,0,0,
D0521,B4358,9,40,-71,F6698
D0521,B6062,85,113,-55,F6208
D0521,B6668,156,173,-14,F4263
D0522,A004,0,0,0,
D0522,B3127,7,39,-85,F0141
D0522,B5095,47,71,-39,F5183
D0522,B1385,287,304,-16,F7364
D0523,A033,0,0,0,
D0523,B0151,13,43,-71,F2944
D0523,B5072,50,77,-53,F2076
D0523,B6669,164,180,-12,F8795
D0523,B8764,200,211,-4,F8824
D0524,A123,0,0,0,
D0524,B8636,5,20,-10,F2422
D0524,B3188,26,52,-49,F2360
D0524,B0066,66,96,-69,F2319
D0524,B3421,181,196,-12,F6625
D0525,A046,0,0,0,
D0525,B4530,12,39,-51,F4234
D0525,B0377,44,73,-64,F4032
D0525,B0191,155,174,-24,F7794
D0526,A029,0,0,0,
D0526,B1560,14,41,-51,F2441
D0526,B4402,44,60,-13,F2468
D0526,B4971,71,102,-76,F6425
D0527,A057,0,0,0,
D0527,B4299,4,35,-74,F4609
D0527,B8650,38,63,-47,F4627
D0527,B7760,86,105,-19,F5222
D0528,A072,0,0,0,
D0528,B0188,1,25,-40,F5807
D0528,B2664,35,64,-64,F5831
D0528,B5313,67,86,-23,F2985
D0528,B0868,94,107,-7,F5814
D0528,B8921,132,143,-3,F9172
D0528,B3426,211,221,-3,F3551
D0529,A043,0,0,0,
D0529,B2361,3,26,-36,F3884
D0529,B1664,29,59,-73,F3882
D0529,B5771,68,90,-31,F2284
D0530,A057,0,0,0,
D0530,B8000,1,30,-63,F4624
D0530,B8383,34,62,-60,F3740
D0530,B8362,277,293,-14,F6135
D0530,B7717,318,328,-3,F8090
D0531,A117,0,0,0,
D0531,B8969,16,38,-34,F8829
D0531,B4419,60,87,-55,F0257
D0531,B0907,182,200,-18,F1324
D0531,B6112,287,304,-17,F4939
D0531,B2124,323,340,-15,F4872
D0531,B7768,346,354,-1,F4962
D0532,A064,0,0,0,
D0532,B0265,29,63,-89,F1991
D0532,B4687,74,101,-50,F5179
D0533,A092,0,0,0,
D0533,B4571,9,31,-30,F5178
D0533,B8742,40,67,-55,F5231
D0533,B2392,78,100,-32,F2024
D0533,B1202,229,248,-23,F6601
D0534,A056,0,0,0,
D0534,B6054,7,36,-61,F4572
D0534,B5815,50,79,-64,F5196
D0534,B0230,231,247,-15,F3487
D0535,A055,0,0,0,
D0535,B1049,6,40,-98,F4479
D0535,B4230,44,66,-34,F4504
D0535,B9099,205,219,-8,F4984
D0536,A074,0,0,0,
D0536,B6665,11,41,-72,F5207
D0536,B5241,82,109,-56,F5857
D0536,B4205,133,148,-11,F6196
D0537,A038,0,0,0,
D0537,B6382,7,28,-28,F3607
D0537,B0976,40,52,-5,F3501
D0537,B5580,55,69,-9,F3591
D0537,B8525,92,103,-4,F3644
D0537,B8961,117,129,-5,F3652
D0537,B2638,136,156,-26,F3536
D0537,B2254,160,174,-9,F3526
D0537,B1308,190,207,-16,F3507
D0537,B8674,213,227,-9,F3646
D0537,B3319,230,247,-18,F3549
D0537,B6677,261,274,-7,F3614
D0537,B4105,288,298,-2,F3564
D0537,B4807,305,314,-2,F3576
D0538,A092,0,0,0,
D0538,B4847,5,38,-86,F6924
D0538,B4026,77,104,-54,F2365
D0539,A070,0,0,0,
D0539,B6101,10,23,-8,F5723
D0539,B1247,48,78,-71,F2437
D0539,B2185,109,127,-19,F5680
D0539,B4090,130,150,-24,F5702
D0539,B1281,156,169,-7,F5669
D0539,B4598,174,187,-7,F5705
D0539,B1696,274,284,-3,F2729
D0540,A063,0,0,0,
D0540,B5826,3,22,-19,F5098
D0540,B8548,26,59,-87,F5114
D0540,B5449,66,86,-23,F4065
D0540,B7803,91,106,-11,F4086
D0541,A073,0,0,0,
D0541,B5104,47,80,-87,F5611
D0541,B8031,106,133,-52,F1975
D0542,A117,0,0,0,
D0542,B0943,3,21,-17,F8723
D0542,B1641,27,57,-70,F8732
D0542,B3251,61,85,-38,F8757
D0542,B3697,92,107,-12,F8763
D0542,B8963,122,132,-3,F8828
D0543,A109,0,0,0,
D0543,B7453,86,117,-77,F6707
D0543,B5766,191,216,-43,F2201
D0543,B0946,279,288,-2,F6314
D0543,B1207,404,421,-18,F7360
D0544,A072,0,0,0,
D0544,B0581,9,38,-65,F5811
D0544,B5544,50,81,-74,F0364
